영업상태명,소재지전체주소,도로명전체주소,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,시도,지역구,주소_매장명
영업/정상,서울특별시 강남구 논현동 198-9,"서울특별시 강남구 강남대로114길 18, 지상1층 102호 (논현동)",정식당,45191.48189,45193.01247,한식,202203.9718,444853.7615,한식,서울특별시,강남구,강남대로114길 18 정식당
영업/정상,서울특별시 강남구 역삼동 825-9 준빌딩,"서울특별시 강남구 강남대로 378, 준빌딩 지상1층 (역삼동)",채선당 샤브보트 강남역점,45191.43059,45193.01247,한식,202462.7943,443827.9619,한식,서울특별시,강남구,강남대로 378 채선당 샤브보트 강남역점
영업/정상,서울특별시 강남구 삼성동 159 코엑스,"서울특별시 강남구 영동대로 513, 코엑스 C홀 지상3층 (삼성동)",(주)푸들,45261.74914,45263.01222,기타,205130.5917,445590.0968,기타,서울특별시,강남구,영동대로 513 (주)푸들
영업/정상,서울특별시 강남구 압구정동 494 갤러리아백화점,"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",수아당,45261.70965,45263.01222,한식,203470.8484,447369.5799,한식,서울특별시,강남구,압구정로 343 수아당
영업/정상,서울특별시 강남구 삼성동 116-10,"서울특별시 강남구 봉은사로72길 11, 지하1층 (삼성동)",오늘은 철판,45261.66803,45263.01222,일식,204447.4012,445478.0666,일식,서울특별시,강남구,봉은사로72길 11 오늘은 철판
영업/정상,서울특별시 강남구 역삼동 769-1 삼환 아르누보,"서울특별시 강남구 역삼로 204, 삼환 아르누보 지하1층 B09,B10호 중 107호 (역삼동)",알찬한끼,45261.61034,45263.01222,분식,203453.0744,443736.6858,분식,서울특별시,강남구,역삼로 204 알찬한끼
영업/정상,서울특별시 강남구 삼성동 124-27,"서울특별시 강남구 테헤란로77길 41, 지상1층 (삼성동)",마스터즈,45261.49088,45263.01222,한식,204648.7818,445194.6853,한식,서울특별시,강남구,테헤란로77길 41 마스터즈
영업/정상,서울특별시 강남구 삼성동 155-11,"서울특별시 강남구 삼성로96길 11, 지상2층 (삼성동)",세계관,45278.71444,45280.11111,한식,204952.0069,445195.0261,한식,서울특별시,강남구,삼성로96길 11 세계관
영업/정상,서울특별시 강남구 대치동 907-12 아티스톤,"서울특별시 강남구 역삼로 409, 지상1층 102호 (대치동, 아티스톤)",분식을 품다,45260.72484,45262.01179,분식,204506.4152,444321.2387,분식,서울특별시,강남구,역삼로 409 분식을 품다
영업/정상,서울특별시 강남구 역삼동 660-25,"서울특별시 강남구 언주로103길 35, 지하1층 101호 (역삼동)",곰푸드,45260.61772,45262.01179,한식,203218.3126,444859.5472,한식,서울특별시,강남구,언주로103길 35 곰푸드
영업/정상,서울특별시 강남구 역삼동 660-25,"서울특별시 강남구 언주로103길 35, 지하1층 101호 (역삼동)",곰프레시,45260.62105,45262.01179,한식,203218.3126,444859.5472,한식,서울특별시,강남구,언주로103길 35 곰프레시
영업/정상,서울특별시 강남구 역삼동 660-25,"서울특별시 강남구 언주로103길 35, 지하1층 101호 (역삼동)",바로푸드,45260.6203,45262.01179,한식,203218.3126,444859.5472,한식,서울특별시,강남구,언주로103길 35 바로푸드
영업/정상,서울특별시 강남구 논현동 66-35,"서울특별시 강남구 논현로146길 11, 지상2층 (논현동)",식당 민홍,45260.39985,45262.01179,일식,202574.8406,446222.9904,일식,서울특별시,강남구,논현로146길 11 식당 민홍
영업/정상,서울특별시 강남구 신사동 555,"서울특별시 강남구 논현로157길 55, 지상1층 103호 (신사동)",디어(Dear),45245.63892,45247.01204,기타,202072.553,446507.4422,기타,서울특별시,강남구,논현로157길 55 디어(Dear)
영업/정상,서울특별시 강남구 개포동 186-14 청우빌딩,"서울특별시 강남구 개포로 506, 청우빌딩 지상1층 2호 (개포동)",버거리 개포동점,45245.48453,45247.01204,기타,205901.7236,442995.1817,기타,서울특별시,강남구,개포로 506 버거리 개포동점
영업/정상,서울특별시 강남구 개포동 1187-11,"서울특별시 강남구 논현로8길 11, 지상1층 (개포동)",제주그집,45245.43185,45247.01204,한식,204337.2954,441316.6813,한식,서울특별시,강남구,논현로8길 11 제주그집
영업/정상,서울특별시 강남구 신사동 644-2 신사동빌딩,"서울특별시 강남구 압구정로42길 35, 지하1층 (신사동)",카이센클럽(Kaisen Club),45250.70427,45252.01189,일식,203018.8903,447153.6468,일식,서울특별시,강남구,압구정로42길 35 카이센클럽(Kaisen Club)
영업/정상,서울특별시 강남구 청담동 85-7,"서울특별시 강남구 선릉로152길 7, 지상2층 (청담동)",무(MUU)청담,45250.68313,45252.01189,한식,203480.7689,446892.1118,한식,서울특별시,강남구,선릉로152길 7 무(MUU)청담
영업/정상,서울특별시 강남구 신사동 502-1 비율라빌딩,"서울특별시 강남구 강남대로 628, 비율라빌딩 지상1층 (신사동)",만수정 강남점,45250.67554,45252.01189,한식,201653.2075,446184.4291,한식,서울특별시,강남구,강남대로 628 만수정 강남점
영업/정상,서울특별시 강남구 논현동 146-15,"서울특별시 강남구 강남대로124길 39, 지하1층 101호 (논현동)",어웨이크닝,45250.64866,45252.01189,한식,202193.1713,445273.8081,한식,서울특별시,강남구,강남대로124길 39 어웨이크닝
영업/정상,서울특별시 강남구 율현동 365 강남 한신휴플러스6단지,"서울특별시 강남구 밤고개로26길 50, 상가동 지상1층 102호 (율현동, 강남 한신휴플러스6단지)",멕시카나 세곡점,45257.72361,45259.01182,호프/통닭,209261.3406,440610.6343,호프/통닭,서울특별시,강남구,밤고개로26길 50 멕시카나 세곡점
영업/정상,서울특별시 강남구 역삼동 751-18,"서울특별시 강남구 역삼로 135, 지하1층 B01호 (역삼동)",찬스키친,45257.69748,45259.01182,한식,202969.8043,443592.5138,한식,서울특별시,강남구,역삼로 135 찬스키친
영업/정상,서울특별시 강남구 논현동 114-20,"서울특별시 강남구 언주로134길 11, 지하1층 (논현동)",은서네 국내산 대패삼겹살,45257.61831,45259.01182,한식,203159.0488,446075.348,한식,서울특별시,강남구,언주로134길 11 은서네 국내산 대패삼겹살
영업/정상,서울특별시 강남구 삼성동 159-7 현대백화점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",비비드크로넛 현대백화점 무역센터점,45257.59829,45259.01182,기타,205210.3588,445154.4223,기타,서울특별시,강남구,테헤란로 517 비비드크로넛 현대백화점 무역센터점
영업/정상,서울특별시 강남구 삼성동 144-14 채널리저브,"서울특별시 강남구 삼성로 517, 지상1층 104호 (삼성동, 채널리저브)",냉동고집 삼성점,45257.58637,45259.01182,한식,204828.1804,445089.6729,한식,서울특별시,강남구,삼성로 517 냉동고집 삼성점
영업/정상,서울특별시 강남구 역삼동 770-7,"서울특별시 강남구 역삼로 220, 지상1층 (역삼동)",리하베스트,45257.58361,45259.01182,기타,203571.5523,443810.2996,기타,서울특별시,강남구,역삼로 220 리하베스트
영업/정상,서울특별시 강남구 역삼동 733,"서울특별시 강남구 논현로76길 12, 지상1층 (역삼동)",팡뮤제,45257.54601,45259.01182,기타,203468.6798,443861.875,기타,서울특별시,강남구,논현로76길 12 팡뮤제
영업/정상,서울특별시 강남구 신사동 567-23,"서울특별시 강남구 논현로159길 10, 지상1층 104호 (신사동)",만소당,45257.5074,45259.01182,일식,202355.402,446767.1649,일식,서울특별시,강남구,논현로159길 10 만소당
영업/정상,서울특별시 강남구 삼성동 118-7 대성,"서울특별시 강남구 봉은사로74길 19, 대성 지상1층 102호 (삼성동)",꼬모 서울,45257.49819,45259.01182,기타,204548.4652,445453.4884,기타,서울특별시,강남구,봉은사로74길 19 꼬모 서울
영업/정상,서울특별시 강남구 논현동 233-5,"서울특별시 강남구 봉은사로33길 13, 지하1층 (논현동)",논현브로스 심죽1호점,45250.57115,45252.01189,한식,203062.9794,445188.8857,한식,서울특별시,강남구,봉은사로33길 13 논현브로스 심죽1호점
영업/정상,서울특별시 강남구 삼성동 159-7 현대백화점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",노티드 삼성 현대무역센터,45245.41993,45247.01204,기타,205210.3588,445154.4223,기타,서울특별시,강남구,테헤란로 517 노티드 삼성 현대무역센터
영업/정상,서울특별시 강남구 논현동 79-3,"서울특별시 강남구 논현로136길 11, 지상3층 (논현동)",겐지(KENJI),45245.41237,45247.01204,일식,202672.624,446002.6935,일식,서울특별시,강남구,논현로136길 11 겐지(KENJI)
영업/정상,서울특별시 강남구 논현동 80-19,"서울특별시 강남구 논현로136길 5-5, 지하1층 (논현동)",논현136,45251.66137,45253.01188,한식,202598.8851,446007.7706,한식,서울특별시,강남구,논현로136길 5-5 논현136
영업/정상,서울특별시 강남구 신사동 616-8,"서울특별시 강남구 압구정로36길 7, 지상1층,2층 (신사동)",피양옥,45251.64264,45253.01188,한식,202729.6282,447308.8682,한식,서울특별시,강남구,압구정로36길 7 피양옥
영업/정상,서울특별시 강남구 논현동 136-4,"서울특별시 강남구 학동로12길 21, 지하1층 109호 (논현동)",오덮밥,45215.6874,45217.01236,한식,202248.5377,445427.5888,한식,서울특별시,강남구,학동로12길 21 오덮밥
영업/정상,서울특별시 강남구 역삼동 827-37,"서울특별시 강남구 테헤란로6길 30, 지상1층 (역삼동)",세븐어클락(7O'CLOCK),45215.67615,45217.01236,한식,202680.8006,443822.4859,한식,서울특별시,강남구,테헤란로6길 30 세븐어클락(7O'CLOCK)
영업/정상,서울특별시 강남구 논현동 141-17,"서울특별시 강남구 학동로4길 8, 지상1층 102호 (논현동)",김재윤김치,45215.65807,45217.01236,한식,201950.9637,445408.6247,한식,서울특별시,강남구,학동로4길 8 김재윤김치
영업/정상,서울특별시 강남구 신사동 643-16,"서울특별시 강남구 압구정로46길 28, 지상1층 (신사동)",앰비언트 피크닉(AMBIENT PICNIK),45306.6261,45308.11111,기타,203124.4483,447185.0171,기타,서울특별시,강남구,압구정로46길 28 앰비언트 피크닉(AMBIENT PICNIK)
영업/정상,서울특별시 강남구 역삼동 707-34 한신인터밸리24,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 지하2층 B107호 (역삼동)",식연소,45215.57795,45217.01236,중국식,204044.7899,444529.8404,중국식,서울특별시,강남구,테헤란로 322 식연소
영업/정상,서울특별시 강남구 역삼동 834-46 청암빌딩,"서울특별시 강남구 역삼로 140, 청암빌딩 지하2층 2호 (역삼동)",쓰촨 마라,45265.46927,45267.11111,중국식,203016.4114,443565.0522,중국식,서울특별시,강남구,역삼로 140 쓰촨 마라
영업/정상,서울특별시 강남구 신사동 541-2 호경빌딩,"서울특별시 강남구 논현로151길 55, 호경빌딩 지상4층 (신사동)",스시 쥬고야,45215.50898,45217.01236,일식,202023.5861,446361.3081,일식,서울특별시,강남구,논현로151길 55 스시 쥬고야
영업/정상,서울특별시 강남구 역삼동 834-46 청암빌딩,"서울특별시 강남구 역삼로 140, 청암빌딩 지하2층 6호 (역삼동)",조선육회,45265.47008,45267.11111,한식,203016.4114,443565.0522,한식,서울특별시,강남구,역삼로 140 조선육회
영업/정상,서울특별시 강남구 일원동 678-7,"서울특별시 강남구 양재대로33길 24, 지상1층 (일원동)",브레드_히어_(Bread_Here_),45209.69231,45211.01229,기타,207247.8089,443212.0726,기타,서울특별시,강남구,양재대로33길 24 브레드_히어_(Bread_Here_)
영업/정상,서울특별시 강남구 역삼동 670-23,"서울특별시 강남구 논현로94길 23, 지상1층 103호,104호 (역삼동)",후토루 역삼점,45209.66838,45211.01229,분식,203308.8498,444521.7747,분식,서울특별시,강남구,논현로94길 23 후토루 역삼점
영업/정상,서울특별시 강남구 역삼동 827-5 정우씨티,"서울특별시 강남구 테헤란로4길 29, 정우씨티 지하1층 (역삼동)",블루플레임,45209.55617,45211.01229,기타,202633.8317,443820.5946,기타,서울특별시,강남구,테헤란로4길 29 블루플레임
영업/정상,서울특별시 강남구 역삼동 837-18 서희스타힐스오피스텔,"서울특별시 강남구 도곡로3길 19, 서희스타힐스오피스텔 지상1층 103호 (역삼동)",왕손피자 역삼점,45209.54632,45211.01229,기타,202806.6054,443241.845,기타,서울특별시,강남구,도곡로3길 19 왕손피자 역삼점
영업/정상,서울특별시 강남구 신사동 644-7,"서울특별시 강남구 언주로168길 19, 지하1층 (신사동)",몽크스부처,45209.69065,45211.01229,"외국음식전문점(인도,태국등)",203043.5355,447126.8223,"외국음식전문점(인도,태국등)",서울특별시,강남구,언주로168길 19 몽크스부처
영업/정상,서울특별시 강남구 청담동 70-5,"서울특별시 강남구 학동로97길 19, 3층 (청담동)",청담우,45209.43134,45211.01229,경양식,204803.747,446536.2476,경양식,서울특별시,강남구,학동로97길 19 청담우
영업/정상,서울특별시 강남구 논현동 249 쌍둥이빌딩,"서울특별시 강남구 언주로 634, 쌍둥이빌딩 지하1층 (논현동)",아리아,45254.69503,45256.01184,경양식,203097.8018,445667.9416,경양식,서울특별시,강남구,언주로 634 아리아
영업/정상,서울특별시 강남구 청담동 123-39,"서울특별시 강남구 압구정로79길 37-6, 1층 (청담동)",카페 탈롱(Cafe Talon),45258.48178,45260.11111,경양식,204396.7556,447059.7076,경양식,서울특별시,강남구,압구정로79길 37-6 카페 탈롱(Cafe Talon)
영업/정상,서울특별시 강남구 신사동 657-26,"서울특별시 강남구 도산대로51길 37, 지상2층 (신사동)",난바스낵 압구정로데오,45254.59999,45256.01184,일식,203290.1319,447051.9601,일식,서울특별시,강남구,도산대로51길 37 난바스낵 압구정로데오
영업/정상,서울특별시 강남구 신사동 502-1 비율라빌딩,"서울특별시 강남구 강남대로 628, 비율라빌딩 지하1층 (신사동)",비,45254.5924,45256.01184,한식,201653.2075,446184.4291,한식,서울특별시,강남구,강남대로 628 비
영업/정상,서울특별시 강남구 역삼동 682-20 조선내화빌딩,"서울특별시 강남구 선릉로 577, CR타워 지하2층 (역삼동)",하루정찬,45244.73166,45246.01194,한식,203777.027,445298.5903,한식,서울특별시,강남구,선릉로 577 하루정찬
영업/정상,서울특별시 강남구 대치동 897-32,"서울특별시 강남구 선릉로86길 6-3, 지상1층 (대치동)",국신라면,45244.66118,45246.01194,한식,204400.7731,444525.9296,한식,서울특별시,강남구,선릉로86길 6-3 국신라면
영업/정상,서울특별시 강남구 논현동 221-7 한양수자인 어반게이트,"서울특별시 강남구 봉은사로29길 35, 지하2층 B201,B202,B203호 주방16호 (논현동, 한양수자인 어반게이트)",킹도리탕,45244.65141,45246.01194,한식,202894.2962,445277.7231,한식,서울특별시,강남구,봉은사로29길 35 킹도리탕
영업/정상,서울특별시 강남구 논현동 108 논현웰스톤,"서울특별시 강남구 학동로43길 38, 지하2층 제비201호 주방11호 (논현동, 논현웰스톤)",라이스박스 논현점,45244.59326,45246.01194,한식,203292.307,446247.5115,한식,서울특별시,강남구,학동로43길 38 라이스박스 논현점
영업/정상,서울특별시 강남구 신사동 664-24,"서울특별시 강남구 선릉로161길 7, 지상2층 (신사동)",브릿지(bridge),45246.6447,45248.11111,기타,203430.7604,447194.1832,기타,서울특별시,강남구,선릉로161길 7 브릿지(bridge)
영업/정상,서울특별시 강남구 대치동 316 은마아파트,"서울특별시 강남구 삼성로 212, 은마상가에이블럭동 지하1층 22호,23호 (대치동, 은마아파트)",포시애틀 은마상가점,45244.48721,45246.01194,한식,205707.0894,443914.1941,한식,서울특별시,강남구,삼성로 212 포시애틀 은마상가점
영업/정상,서울특별시 강남구 신사동 662-4,"서울특별시 강남구 언주로172길 51, 지상1,2층 (신사동)",다이어메이커(Dyer Maker),45244.48163,45246.01194,경양식,203294.4553,447200.9441,경양식,서울특별시,강남구,언주로172길 51 다이어메이커(Dyer Maker)
영업/정상,서울특별시 강남구 신사동 591-14 신사동 빌딩,"서울특별시 강남구 논현로154길 5, 신사동 빌딩 6층 (신사동)",ETHOS 압구정,45244.46039,45246.01194,한식,202464.0605,446620.8897,한식,서울특별시,강남구,논현로154길 5 ETHOS 압구정
영업/정상,서울특별시 강남구 신사동 591-14 신사동 빌딩,"서울특별시 강남구 논현로154길 5, 신사동 빌딩 지상5층 (신사동)",ETHOS 압구정,45244.44692,45246.01194,한식,202464.0605,446620.8897,한식,서울특별시,강남구,논현로154길 5 ETHOS 압구정
영업/정상,서울특별시 강남구 삼성동 143-37 현대타워,"서울특별시 강남구 테헤란로 423, 지하1층 지105호 (삼성동, 현대타워)",가치있는 샐러드,45244.42973,45246.01194,기타,204615.3648,444884.3946,기타,서울특별시,강남구,테헤란로 423 가치있는 샐러드
영업/정상,서울특별시 강남구 논현동 200-7 urbanhive,"서울특별시 강남구 강남대로 476, urbanhive 지하1,지상1층 (논현동)",팀 홀튼 신논현역점,45254.51047,45256.01184,기타,202121.2935,444742.6713,기타,서울특별시,강남구,강남대로 476 팀 홀튼 신논현역점
영업/정상,서울특별시 강남구 도곡동 418 다명빌딩,"서울특별시 강남구 논현로38길 42, 지상1층 102호 (도곡동)",옥된장 도곡점,45254.43049,45256.01184,한식,203923.1485,442601.1693,한식,서울특별시,강남구,논현로38길 42 옥된장 도곡점
영업/정상,서울특별시 강남구 도곡동 945-1,"서울특별시 강남구 강남대로58길 12, 지상2층 (도곡동)",토종돼지 삼겹살전문,45254.40631,45256.01184,한식,202855.5861,443007.0285,한식,서울특별시,강남구,강남대로58길 12 토종돼지 삼겹살전문
영업/정상,서울특별시 강남구 역삼동 702-16,"서울특별시 강남구 테헤란로47길 8, 지상1층 (역삼동)",압구정육식당,45253.69537,45255.01185,한식,203950.1259,444674.7982,한식,서울특별시,강남구,테헤란로47길 8 압구정육식당
영업/정상,서울특별시 강남구 신사동 589-18 한서빌딩,"서울특별시 강남구 논현로152길 37, 한서빌딩 지상2층 (신사동)",마농 에 마농 마농와인,45299.56619,45301.11111,경양식,202681.8822,446615.981,경양식,서울특별시,강남구,논현로152길 37 마농 에 마농 마농와인
영업/정상,서울특별시 강남구 역삼동 858 강남역,"서울특별시 강남구 강남대로 지하 396, 강남역 지하1층 F-6호 (역삼동)",일월분식,45258.52822,45260.11111,분식,202422.2517,443872.4845,분식,서울특별시,강남구,강남대로 지하 396 일월분식
영업/정상,서울특별시 강남구 신사동 551-24,"서울특별시 강남구 논현로159길 46-5, 지상1층 (신사동)",그라도스,45189.55711,45191.01266,경양식,202078.7729,446681.089,경양식,서울특별시,강남구,논현로159길 46-5 그라도스
영업/정상,서울특별시 강남구 논현동 42-7,"서울특별시 강남구 강남대로132길 59, 지하1층 B102호 (논현동)",비노 앤 스피릿,45189.53939,45191.01266,경양식,202215.2828,445698.7262,경양식,서울특별시,강남구,강남대로132길 59 비노 앤 스피릿
영업/정상,서울특별시 강남구 역삼동 761-18 강남프라자,"서울특별시 강남구 언주로 314, 강남프라자 지하1층 B110-2호 (역삼동)",일리있는,45189.47395,45191.01266,한식,204056.1997,443750.8845,한식,서울특별시,강남구,언주로 314 일리있는
영업/정상,서울특별시 강남구 역삼동 751-2,"서울특별시 강남구 역삼로11길 10, 지하층 B01호 (역삼동)",곱도리탕전문점,45189.74638,45191.01266,한식,202988.2114,443628.6125,한식,서울특별시,강남구,역삼로11길 10 곱도리탕전문점
영업/정상,서울특별시 강남구 역삼동 708-25,"서울특별시 강남구 선릉로89길 7, 지상6층 605호 (역삼동)",갸또올리비에,45253.5366,45255.01185,기타,204243.5,444581.82,기타,서울특별시,강남구,선릉로89길 7 갸또올리비에
영업/정상,서울특별시 강남구 신사동 636,"서울특별시 강남구 언주로 868, 지상2층 (신사동)",더블유(W),45253.50067,45255.01185,기타,202929.2095,447278.58,기타,서울특별시,강남구,언주로 868 더블유(W)
영업/정상,서울특별시 강남구 삼성동 143-30 케이엘타워,"서울특별시 강남구 삼성로91길 28, 지상3층 (삼성동)",FITDAK(핏닭),45253.4401,45255.01185,한식,204698.7256,444950.2881,한식,서울특별시,강남구,삼성로91길 28 FITDAK(핏닭)
영업/정상,서울특별시 강남구 역삼동 619-30,"서울특별시 강남구 봉은사로18길 90, 지상3층 (역삼동)",라장양갈비·양꼬치 무한리필,45253.4309,45255.01185,중국식,202379.9568,444295.9247,중국식,서울특별시,강남구,봉은사로18길 90 라장양갈비·양꼬치 무한리필
영업/정상,서울특별시 강남구 역삼동 687-5,"서울특별시 강남구 언주로108길 12, 지상1층 102호 (역삼동)",경복,45313.67245,45315.11111,한식,203512.4888,445117.8806,한식,서울특별시,강남구,언주로108길 12 경복
영업/정상,서울특별시 강남구 역삼동 707-34 한신인터밸리24,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 지하2층 B138호 (역삼동)",한신 김치찌개,45253.70863,45255.01185,한식,204044.7899,444529.8404,한식,서울특별시,강남구,테헤란로 322 한신 김치찌개
영업/정상,서울특별시 강남구 역삼동 672-36 래형빌딩,"서울특별시 강남구 언주로93길 28-7, 지하1층 B101호 (역삼동, 래형빌딩)",탁 전,45217.68383,45219.01244,한식,203415.1089,444623.2089,한식,서울특별시,강남구,언주로93길 28-7 탁 전
영업/정상,서울특별시 강남구 논현동 6-2,"서울특별시 강남구 도산대로 150, 지상1층 (논현동)",(주)탭샵바 도산대로점,45217.61664,45219.01244,경양식,202144.4624,446193.4922,경양식,서울특별시,강남구,도산대로 150 (주)탭샵바 도산대로점
영업/정상,서울특별시 강남구 역삼동 736-58 위워크빌딩,"서울특별시 강남구 테헤란로26길 14, 위워크빌딩 지하2층 202호 (역삼동)",마린씨,45217.58317,45219.01244,일식,203107.7068,444116.3045,일식,서울특별시,강남구,테헤란로26길 14 마린씨
영업/정상,서울특별시 강남구 역삼동 725-9 역삼봉강빌딩,"서울특별시 강남구 논현로86길 20, 역삼봉강빌딩 지상2층 (역삼동)",치치 다이닝,45217.48161,45219.01244,일식,203389.3178,444201.4393,일식,서울특별시,강남구,논현로86길 20 치치 다이닝
영업/정상,서울특별시 강남구 역삼동 725-9 역삼봉강빌딩,"서울특별시 강남구 논현로86길 20, 역삼봉강빌딩 지상2층 (역삼동)",치치 보드카페,45239.56799,45241.11111,기타,203389.3178,444201.4393,기타,서울특별시,강남구,논현로86길 20 치치 보드카페
영업/정상,서울특별시 강남구 논현동 144-3,"서울특별시 강남구 학동로2길 31, 지하1층 (논현동)",쇼미비치,45224.73661,45226.0124,경양식,201982.3847,445244.5344,경양식,서울특별시,강남구,학동로2길 31 쇼미비치
영업/정상,서울특별시 강남구 신사동 583-3 제이비 미소 빌딩,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 지상1층 116호 (신사동)",노슈가존,45224.63668,45226.0124,한식,202398.0225,446869.3071,한식,서울특별시,강남구,논현로 841 노슈가존
영업/정상,서울특별시 강남구 신사동 663-21,"서울특별시 강남구 선릉로157길 14-8, 지하1층 (신사동)",도산포차,45224.59215,45226.0124,한식,203373.2504,447141.7292,한식,서울특별시,강남구,선릉로157길 14-8 도산포차
영업/정상,서울특별시 강남구 삼성동 148-12,"서울특별시 강남구 봉은사로84길 29, 지상1층 (삼성동)",도리토리 삼성직영점,45224.50709,45226.0124,일식,204913.3992,445467.2271,일식,서울특별시,강남구,봉은사로84길 29 도리토리 삼성직영점
영업/정상,서울특별시 강남구 역삼동 766-15,"서울특별시 강남구 도곡로 317, 지상1층 101호 (역삼동)",아맘돈까스 한티역점,45232.43722,45234.11111,한식,204403.89,443748.085,한식,서울특별시,강남구,도곡로 317 아맘돈까스 한티역점
영업/정상,서울특별시 강남구 대치동 966-7 블루스카이 보습학원,"서울특별시 강남구 역삼로 538, 블루스카이 보습학원 지하1층 (대치동)",이모네,45224.40898,45226.0124,한식,205402.1496,444633.3382,한식,서울특별시,강남구,역삼로 538 이모네
영업/정상,서울특별시 강남구 대치동 961 창진빌딩,"서울특별시 강남구 삼성로 352, 창진빌딩 지상1층 (대치동)",맘스피자 대치사거리점,45223.49495,45225.01215,기타,205156.9174,444535.9642,기타,서울특별시,강남구,삼성로 352 맘스피자 대치사거리점
영업/정상,서울특별시 강남구 신사동 656-2,"서울특별시 강남구 선릉로155길 25, 지하1층 (신사동)",플로우라운지(FLOW LOUNGE),45223.44082,45225.01215,일식,203244.7397,447040.2624,일식,서울특별시,강남구,선릉로155길 25 플로우라운지(FLOW LOUNGE)
영업/정상,서울특별시 강남구 대치동 990,"서울특별시 강남구 도곡로 516, 지상1층 110호 (대치동)",구구족 배달대치삼성점,45224.58299,45226.0124,한식,205509.9665,444112.267,한식,서울특별시,강남구,도곡로 516 구구족 배달대치삼성점
영업/정상,서울특별시 강남구 신사동 642-17,"서울특별시 강남구 압구정로48길 36, 3층 (신사동)",아이언케이스,45223.41397,45225.01215,중국식,203185.6054,447103.405,중국식,서울특별시,강남구,압구정로48길 36 아이언케이스
영업/정상,서울특별시 강남구 신사동 505-7,"서울특별시 강남구 압구정로2길 6, 지하1층 (신사동)",이목 스모크다이닝,45205.68428,45207.01233,경양식,201621.7671,446540.4749,경양식,서울특별시,강남구,압구정로2길 6 이목 스모크다이닝
영업/정상,서울특별시 강남구 신사동 655-4,"서울특별시 강남구 선릉로155길 13, 지상2층 (신사동)",느린마을양조장 압구정로데오점,45205.65786,45207.01233,한식,203340.2961,447012.6537,한식,서울특별시,강남구,선릉로155길 13 느린마을양조장 압구정로데오점
영업/정상,서울특별시 강남구 신사동 516-9,"서울특별시 강남구 도산대로11길 21, 지상1층 (신사동)",태수,45205.52792,45207.01233,한식,201893.8897,446287.1485,한식,서울특별시,강남구,도산대로11길 21 태수
영업/정상,서울특별시 강남구 역삼동 735-11 신일유토빌,"서울특별시 강남구 논현로87길 41, 신일유토빌 지상1층 105호 (역삼동)",삼미미스낵바앤이자카야,45187.68403,45189.0125,한식,202890.7014,444070.4441,한식,서울특별시,강남구,논현로87길 41 삼미미스낵바앤이자카야
영업/정상,서울특별시 강남구 신사동 636-20,"서울특별시 강남구 압구정로42길 24-5, 지상3층 (신사동)",진스토랑(Jin's torang),45187.47806,45189.0125,한식,202984.7531,447224.2198,한식,서울특별시,강남구,압구정로42길 24-5 진스토랑(Jin's torang)
영업/정상,서울특별시 강남구 일원동 682-7,"서울특별시 강남구 양재대로33길 25, 지상1층 4호 (일원동)",영희탕후루,45187.44806,45189.0125,기타,207219.9318,443213.4872,기타,서울특별시,강남구,양재대로33길 25 영희탕후루
영업/정상,서울특별시 강남구 대치동 915-21,"서울특별시 강남구 삼성로67길 22, 1층 103호 (대치동)",호시타코야끼 대치점,45247.43715,45249.11111,일식,205028.4997,444293.9822,일식,서울특별시,강남구,삼성로67길 22 호시타코야끼 대치점
영업/정상,서울특별시 강남구 청담동 22-4 베리굿빌딩,"서울특별시 강남구 선릉로148길 14, 베리굿빌딩 지상2층 (청담동)",에그앤플라워,45217.56616,45219.01244,경양식,203534.3697,446694.8233,경양식,서울특별시,강남구,선릉로148길 14 에그앤플라워
영업/정상,서울특별시 강남구 역삼동 736-58 위워크빌딩,"서울특별시 강남구 테헤란로26길 14, 위워크빌딩 지하2층 106호 (역삼동)",롤리셔스,45196.65782,45198.01255,김밥(도시락),203107.7068,444116.3045,김밥(도시락),서울특별시,강남구,테헤란로26길 14 롤리셔스
영업/정상,서울특별시 강남구 신사동 583-3 제이비 미소 빌딩,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 지상1층 106호 (신사동)",바르다김선생 압구정역점,45196.5736,45198.01255,분식,202398.0225,446869.3071,분식,서울특별시,강남구,논현로 841 바르다김선생 압구정역점
영업/정상,서울특별시 강남구 청담동 82-1,"서울특별시 강남구 압구정로60길 13, 지하2층 (청담동)",(주)아워홈 시그니처 키친스위트 청담쇼룸다이닝2,45205.45648,45207.01233,기타,203654.4202,447124.5726,기타,서울특별시,강남구,압구정로60길 13 (주)아워홈 시그니처 키친스위트 청담쇼룸다이닝2
영업/정상,서울특별시 강남구 도곡동 412-8,"서울특별시 강남구 논현로36길 19, 지상1층 (도곡동)",모티에(MOTIE),45250.63108,45252.11111,한식,203763.967,442544.4165,한식,서울특별시,강남구,논현로36길 19 모티에(MOTIE)
