영업상태명,소재지전체주소,도로명전체주소,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,시도,지역구,주소_매장명
영업/정상,서울특별시 강남구 삼성동 40-8번지,"서울특별시 강남구 봉은사로59길 12, 1층 103호 (삼성동)",주상복합,43999.63287,44001.11111,까페,203985.6376,445510.9665,까페,서울특별시,강남구,봉은사로59길 12 주상복합
영업/정상,서울특별시 강남구 신사동 585-4 1층,"서울특별시 강남구 도산대로27길 36, 1층 (신사동)",함흥당,44532.68889,44534.11111,한식,202373.9149,446666.1532,한식,서울특별시,강남구,도산대로27길 36 함흥당
영업/정상,서울특별시 강남구 논현동 192번지 지상1층,"서울특별시 강남구 봉은사로25길 18 (논현동,지상1층)",은실이포차,42766.41806,43343.99999,한식,202790.3679,445121.5708,한식,서울특별시,강남구,봉은사로25길 18 (논현동 은실이포차
영업/정상,서울특별시 강남구 대치동 906번지 지하1층,"서울특별시 강남구 선릉로76길 24, 지하1층 (대치동)",스포비어,41459.51013,43343.99999,호프/통닭,204574.5692,444393.3239,호프/통닭,서울특별시,강남구,선릉로76길 24 스포비어
영업/정상,서울특별시 강남구 신사동 657-32 지상1층101호,"서울특별시 강남구 도산대로51길 40, 지상1층 101호 (신사동)",솔빈덕,45229.61241,45231.11111,"외국음식전문점(인도,태국등)",203315.2613,447057.3622,"외국음식전문점(인도,태국등)",서울특별시,강남구,도산대로51길 40 솔빈덕
영업/정상,서울특별시 강남구 자곡동 619번지 엘에이치강남힐스테이트 상가3동 B208호,"서울특별시 강남구 자곡로3길 21, 상가3동 지하2층 B208호 (자곡동, 엘에이치강남힐스테이트 )",오구쌀피자 강남자곡점,43423.45424,43425.10938,경양식,207775.5316,441014.8109,경양식,서울특별시,강남구,자곡로3길 21 오구쌀피자 강남자곡점
영업/정상,서울특별시 강남구 신사동 653-2번지 지상1층,"서울특별시 강남구 선릉로153길 21, 지상1층 (신사동)",루비하우스,43167.69373,43343.99999,분식,203257.1896,446933.8663,분식,서울특별시,강남구,선릉로153길 21 루비하우스
영업/정상,서울특별시 강남구 자곡동 658,"서울특별시 강남구 자곡로 202, 1층 116호 (자곡동, 강남힐스테이트에코)",두마리찜닭 두찜(강남세곡점),44666.61865,44668.11111,기타,209201.9614,441399.856,기타,서울특별시,강남구,자곡로 202 두마리찜닭 두찜(강남세곡점)
영업/정상,서울특별시 강남구 역삼동 635-5,"서울특별시 강남구 테헤란로5길 36, 지하1층 (역삼동)",엘라(ELAH),44089.72108,44091.11111,기타,202499.3993,444294.5293,기타,서울특별시,강남구,테헤란로5길 36 엘라(ELAH)
영업/정상,서울특별시 강남구 역삼동 827번지,"서울특별시 강남구 테헤란로4길 25, 지하1층 (역삼동)",반장즉석떡볶이 강남점,43846.69389,43848.11111,분식,202613.1268,443846.2266,분식,서울특별시,강남구,테헤란로4길 25 반장즉석떡볶이 강남점
영업/정상,서울특별시 강남구 압구정동 494번지 갤러리아생활관 지하1층,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아생활관 )",미우야,42095.62968,43343.99999,일식,203470.8484,447369.5799,일식,서울특별시,강남구,압구정로 343 미우야
영업/정상,서울특별시 강남구 역삼동 675-2번지 지상1층,"서울특별시 강남구 테헤란로39길 38, 지상1층 (역삼동)",수현복집,43249.68654,43343.99999,복어취급,203543.0731,444757.1931,복어취급,서울특별시,강남구,테헤란로39길 38 수현복집
영업/정상,"서울특별시 강남구 대치동 316번지 은마상가 비블럭 226, 227호","서울특별시 강남구 삼성로 212, 지상2층 226,227호 (대치동, 은마상가 비블럭)",은마동,42690.56935,43343.99999,한식,205707.0894,443914.1941,한식,서울특별시,강남구,삼성로 212 은마동
영업/정상,서울특별시 강남구 논현동 182-25,"서울특별시 강남구 강남대로118길 19, 지상2층 (논현동)",화랑불닭,44049.58308,44051.11111,한식,202136.4875,444965.6477,한식,서울특별시,강남구,강남대로118길 19 화랑불닭
영업/정상,서울특별시 강남구 대치동 913-11번지,"서울특별시 강남구 삼성로 345, 1층 (대치동, 대림빌딩)",깐부치킨 대치사거리점,43285.55626,43343.99999,호프/통닭,205119.3604,444456.0857,호프/통닭,서울특별시,강남구,삼성로 345 깐부치킨 대치사거리점
영업/정상,서울특별시 강남구 역삼동 810-13,"서울특별시 강남구 봉은사로4길 22, 지상1층 (역삼동)",대가,44298.51841,44300.11111,한식,202263.0411,444574.4764,한식,서울특별시,강남구,봉은사로4길 22 대가
영업/정상,서울특별시 강남구 논현동 139-32번지 지상1층 101호,"서울특별시 강남구 강남대로128길 34, 지상1층 101호 (논현동)",에스트릭 에잇(asterisk 8),41771.63991,43343.99999,까페,202131.5989,445363.1359,까페,서울특별시,강남구,강남대로128길 34 에스트릭 에잇(asterisk 8)
영업/정상,서울특별시 강남구 청담동 96-22 지하1층,"서울특별시 강남구 도산대로75길 15, 지하1층 (청담동, 노노빌딩)",오니바,44734.72142,44736.11111,한식,203971.4887,446997.3151,한식,서울특별시,강남구,도산대로75길 15 오니바
영업/정상,서울특별시 강남구 논현동 148-13 지하1층,"서울특별시 강남구 강남대로124길 68, 지하1층 (논현동)",시키고 논현점,44277.41561,44279.11111,한식,202335.1092,445416.507,한식,서울특별시,강남구,강남대로124길 68 시키고 논현점
영업/정상,서울특별시 강남구 대치동 943-12번지,"서울특별시 강남구 테헤란로84길 13, 지상2층 (대치동)",동래,43475.40201,43477.11111,한식,205132.592,444905.3965,한식,서울특별시,강남구,테헤란로84길 13 동래
영업/정상,서울특별시 강남구 압구정동 494 갤러리아백화점생활관 지하1층,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점생활관)",비컨홀딩스(주) 중식당 청 압구정 갤러리아명품관점,45314.48993,45316.11111,중국식,203470.8484,447369.5799,중국식,서울특별시,강남구,압구정로 343 비컨홀딩스(주) 중식당 청 압구정 갤러리아명품관점
영업/정상,서울특별시 강남구 삼성동 166-8,서울특별시 강남구 영동대로96길 37 (삼성동),일우별관,45273.64326,45275.11111,한식,205724.8779,445498.7584,한식,서울특별시,강남구,영동대로96길 37 (삼성동) 일우별관
영업/정상,서울특별시 강남구 압구정동 494번지,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점 )",감촌,41690.72694,43343.99999,한식,203470.8484,447369.5799,한식,서울특별시,강남구,압구정로 343 감촌
영업/정상,서울특별시 강남구 대치동 960-3번지,서울특별시 강남구 역삼로81길 5 (대치동),피자헤븐 인 눈치떡 대치삼성점,43973.7166,43975.11111,분식,205153.4181,444606.2446,분식,서울특별시,강남구,역삼로81길 5 (대치동) 피자헤븐 인 눈치떡 대치삼성점
영업/정상,서울특별시 강남구 역삼동 628-12번지,서울특별시 강남구 논현로 533 (역삼동),도모,37239,43343.99999,일식,203033.435,444637.16,일식,서울특별시,강남구,논현로 533 (역삼동) 도모
영업/정상,서울특별시 강남구 역삼동 826-37 쌍용플래티넘밸류 지하139호,"서울특별시 강남구 테헤란로4길 46 (역삼동,쌍용플래티넘밸류 지하139호)",마치래빗 강남점,44561.44634,44563.11111,경양식,202619.0981,443688.6917,경양식,서울특별시,강남구,테헤란로4길 46 (역삼동 마치래빗 강남점
영업/정상,서울특별시 강남구 삼성동 158-10번지 마젤란21아스테리움B105호,"서울특별시 강남구 테헤란로87길 17 (삼성동,마젤란21아스테리움B105호)",밥스키친,40794.5019,43343.99999,한식,205091.7258,445178.0721,한식,서울특별시,강남구,테헤란로87길 17 (삼성동 밥스키친
영업/정상,서울특별시 강남구 역삼동 734-23 담곡빌딩,"서울특별시 강남구 역삼로 211, 1층 101호 (역삼동)",청담소반,44712.43765,44720.11111,분식,203486.5998,443813.0733,분식,서울특별시,강남구,역삼로 211 청담소반
영업/정상,서울특별시 강남구 신사동 651-21 8층,"서울특별시 강남구 도산대로 323 (신사동,8층)",씨제이씨지브이 (CJ CGV) 청담씨네시티점,44308.67242,44310.11111,기타,203205.417,446740.5529,기타,서울특별시,강남구,도산대로 323 (신사동 씨제이씨지브이 (CJ CGV) 청담씨네시티점
영업/정상,서울특별시 강남구 논현동 122-18 1층,"서울특별시 강남구 학동로6길 16 (논현동,1층)",주식회사 원강,45286.70321,45288.11111,한식,202044.65,445395.98,한식,서울특별시,강남구,학동로6길 16 (논현동 주식회사 원강
영업/정상,서울특별시 강남구 역삼동 834-101번지,서울특별시 강남구 역삼로14길 10 (역삼동),세석정,43767.47096,43769.11111,경양식,203054.2397,443527.3155,경양식,서울특별시,강남구,역삼로14길 10 (역삼동) 세석정
영업/정상,서울특별시 강남구 논현동 93-12번지,"서울특별시 강남구 언주로150길 45, 지상1층 (논현동)",청담머구리,43280.45471,43343.99999,일식,203286.3068,446647.5744,일식,서울특별시,강남구,언주로150길 45 청담머구리
영업/정상,서울특별시 강남구 대치동 929-11번지 대치빌딩 지상1층 102호,"서울특별시 강남구 도곡로77길 26, 지상1층 102호 (대치동, 대치빌딩)",커핀그루나루대치목련공원점,43320.37528,43343.99999,까페,205070.3828,444198.4344,까페,서울특별시,강남구,도곡로77길 26 커핀그루나루대치목련공원점
영업/정상,서울특별시 강남구 역삼동 723-6 지상1층,"서울특별시 강남구 언주로85길 25, 지상1층 (역삼동)",별난횟집 역삼직영점,44061.57159,44063.11111,한식,203579.3049,444276.9291,한식,서울특별시,강남구,언주로85길 25 별난횟집 역삼직영점
영업/정상,서울특별시 강남구 신사동 566-34,서울특별시 강남구 논현로157길 10 (신사동),올리브,45104.4761,45106.11111,경양식,202340.3286,446697.3201,경양식,서울특별시,강남구,논현로157길 10 (신사동) 올리브
영업/정상,서울특별시 강남구 압구정동 369-1,서울특별시 강남구 압구정로29길 71 (압구정동),비즈,45084.40899,45086.11111,경양식,202398.5944,447864.7637,경양식,서울특별시,강남구,압구정로29길 71 (압구정동) 비즈
영업/정상,서울특별시 강남구 삼성동 140-22번지,서울특별시 강남구 선릉로 520 (삼성동),베티,40311.61213,43343.99999,경양식,204218.2378,444865.4208,경양식,서울특별시,강남구,선릉로 520 (삼성동) 베티
영업/정상,서울특별시 강남구 삼성동 159-0번지 기존컨벤션센터 지하1층 H105호,"서울특별시 강남구 영동대로 513, 지하1층 H105호 (삼성동, 기존컨벤션센터)",케르반레스토랑 코엑스점,43822.61972,43824.11111,경양식,205130.5917,445590.0968,경양식,서울특별시,강남구,영동대로 513 케르반레스토랑 코엑스점
영업/정상,서울특별시 강남구 삼성동 159번지,"서울특별시 강남구 영동대로 513, 컨벤션센타동 지하1층 H117호 (삼성동, 코엑스몰)",니뽕내뽕(코엑스점),43175.59065,43343.99999,중국식,205130.5917,445590.0968,중국식,서울특별시,강남구,영동대로 513 니뽕내뽕(코엑스점)
영업/정상,서울특별시 강남구 논현동 184-18,서울특별시 강남구 강남대로114길 21 (논현동),노들강,44372.41744,44374.11111,한식,202227.6139,444891.7392,한식,서울특별시,강남구,강남대로114길 21 (논현동) 노들강
영업/정상,서울특별시 강남구 청담동 40-31번지 지하1층,"서울특별시 강남구 선릉로132길 3-3 (청담동,지하1층)",할머니포장마차,37023,43343.99999,분식,203581.7506,446223.8304,분식,서울특별시,강남구,선릉로132길 3-3 (청담동 할머니포장마차
영업/정상,서울특별시 강남구 신사동 547-6번지 지상2층,"서울특별시 강남구 압구정로14길 12, 지상2층 (신사동)",에이블(ABLE),41127.50679,43343.99999,패스트푸드,201962.7698,446808.7053,패스트푸드,서울특별시,강남구,압구정로14길 12 에이블(ABLE)
영업/정상,서울특별시 강남구 역삼동 821-1번지,"서울특별시 강남구 테헤란로 101, 지하1층 (역삼동)",카페김밥천국,41124.68872,43343.99999,분식,202411.1944,444045.1935,분식,서울특별시,강남구,테헤란로 101 카페김밥천국
영업/정상,서울특별시 강남구 개포동 1236-20 지상1층,"서울특별시 강남구 논현로20길 4-11, 지상1층 (개포동)",4.2캐쥬얼다이닝,44831.4172,44833.11111,경양식,203963.3753,441701.1908,경양식,서울특별시,강남구,논현로20길 4-11 4.2캐쥬얼다이닝
영업/정상,서울특별시 강남구 청담동 100-17 지하1층,"서울특별시 강남구 압구정로 445, 지하1층 (청담동)",불독,44077.54648,44079.11111,경양식,204006.0883,447146.5361,경양식,서울특별시,강남구,압구정로 445 불독
영업/정상,서울특별시 강남구 논현동 123-1,"서울특별시 강남구 학동로6길 3, 1층 (논현동)",신전떡볶이 강남논현점,44666.54579,44668.11111,기타,202029.4876,445468.4558,기타,서울특별시,강남구,학동로6길 3 신전떡볶이 강남논현점
영업/정상,서울특별시 강남구 역삼동 637-17,"서울특별시 강남구 테헤란로13길 22, 지상1층 (역삼동)",정갈한상,45258.47969,45260.11111,한식,202776.2558,444319.5871,한식,서울특별시,강남구,테헤란로13길 22 정갈한상
영업/정상,서울특별시 강남구 수서동 746번지 가치상가 지하1층 16호,"서울특별시 강남구 광평로19길 10, 지하1층 16호 (수서동, 까치상가)",불티나 식당,41120.68135,43343.99999,한식,207679.5793,442508.0064,한식,서울특별시,강남구,광평로19길 10 불티나 식당
영업/정상,서울특별시 강남구 삼성동 148-13,"서울특별시 강남구 삼성로104길 21, 지상2층 (삼성동)",오스카,44278.70123,44280.11111,경양식,204918.5924,445452.9157,경양식,서울특별시,강남구,삼성로104길 21 오스카
영업/정상,서울특별시 강남구 역삼동 735-32번지 쓰리엠타워 지상2층,"서울특별시 강남구 테헤란로20길 10 (역삼동,쓰리엠타워 지상2층)",일치엘로,40311.73677,43343.99999,경양식,202949.8532,444097.8551,경양식,서울특별시,강남구,테헤란로20길 10 (역삼동 일치엘로
영업/정상,서울특별시 강남구 개포동 1213-4,"서울특별시 강남구 개포로30길 13, 지상1층 (개포동)",커피 더주다,44901.71481,44903.11111,패스트푸드,204379.329,441792.6071,패스트푸드,서울특별시,강남구,개포로30길 13 커피 더주다
영업/정상,서울특별시 강남구 역삼동 825번지 미진프라자21층,"서울특별시 강남구 강남대로 390 (역삼동,미진프라자21층)",크리스탈스카이라운지,40484.49633,43343.99999,경양식,202462.6048,443960.1863,경양식,서울특별시,강남구,강남대로 390 (역삼동 크리스탈스카이라운지
영업/정상,서울특별시 강남구 대치동 946-1번지,서울특별시 강남구 테헤란로 534 (대치동),글라스커피,42228.48348,43343.99999,경양식,205446.7364,445116.2802,경양식,서울특별시,강남구,테헤란로 534 (대치동) 글라스커피
영업/정상,서울특별시 강남구 역삼동 705-15번지,서울특별시 강남구 선릉로93길 9 (역삼동),맥주여행,42567.71878,43343.99999,분식,204143.4732,444778.6057,분식,서울특별시,강남구,선릉로93길 9 (역삼동) 맥주여행
영업/정상,서울특별시 강남구 삼성동 117-2 지상1층,"서울특별시 강남구 봉은사로78길 6 (삼성동,지상1층)",삼성동 밀밭,44928.72824,44930.11111,분식,204581.1159,445565.8932,분식,서울특별시,강남구,봉은사로78길 6 (삼성동 삼성동 밀밭
영업/정상,서울특별시 강남구 대치동 514-3번지 학여울역 지하1층,"서울특별시 강남구 남부순환로 지하 3104, 지하1층 (대치동, 학여울역)",(주)드마리스대치점,42948.65507,43343.99999,뷔페식,206283.0906,443838.6625,뷔페식,서울특별시,강남구,남부순환로 지하 3104 (주)드마리스대치점
영업/정상,서울특별시 강남구 삼성동 144-25번지 . 26,"서울특별시 강남구 테헤란로 443 (삼성동,. 26)",요리명가,43175.65084,43343.99999,한식,204842.305,444981.41,한식,서울특별시,강남구,테헤란로 443 (삼성동 요리명가
영업/정상,서울특별시 강남구 역삼동 705,"서울특별시 강남구 테헤란로51길 10, 1층 102호 (역삼동)",빽다방 선릉역 1호점,44490.57882,44492.11111,기타,204084.9189,444728.3057,기타,서울특별시,강남구,테헤란로51길 10 빽다방 선릉역 1호점
영업/정상,서울특별시 강남구 청담동 134-20번지,"서울특별시 강남구 학동로101길 26, 지하1층 57호 (청담동, 삼익상가)",토모,42215.61168,43343.99999,기타,205034.1584,446675.9324,기타,서울특별시,강남구,학동로101길 26 토모
영업/정상,서울특별시 강남구 신사동 647-13번지,"서울특별시 강남구 도산대로49길 35, 3층 (신사동)",리오(Rio),42214.63517,43343.99999,기타,203196.3314,446994.5913,기타,서울특별시,강남구,도산대로49길 35 리오(Rio)
영업/정상,서울특별시 강남구 논현동 181-12번지 지상2층,"서울특별시 강남구 강남대로118길 39, 지상2층 (논현동)",봉브라더스,43335.59161,43343.99999,기타,202252.3162,445014.8629,기타,서울특별시,강남구,강남대로118길 39 봉브라더스
영업/정상,서울특별시 강남구 신사동 544-22,"서울특별시 강남구 도산대로17길 33, 지상1층 (신사동)",미켈러바코리아,45077.46561,45079.11111,경양식,202047.0367,446511.688,경양식,서울특별시,강남구,도산대로17길 33 미켈러바코리아
영업/정상,서울특별시 강남구 역삼동 824-25 지하1층114호,"서울특별시 강남구 강남대로84길 33 (역삼동,지하1층114호)",수미정,45049.64597,45051.11111,한식,202681.3307,443931.0099,한식,서울특별시,강남구,강남대로84길 33 (역삼동 수미정
영업/정상,서울특별시 강남구 역삼동 700-30 지상2층 202호,"서울특별시 강남구 언주로98길 22, 지상2층 202호 (역삼동)",아랑졸,44075.43641,44077.11111,경양식,203788.0595,444728.2658,경양식,서울특별시,강남구,언주로98길 22 아랑졸
영업/정상,서울특별시 강남구 도곡동 419-0 지하1층,"서울특별시 강남구 남부순환로378길 8 (도곡동,지하1층)",도곡 레스토랑,45135.62328,45137.11111,경양식,203961.2808,442616.8606,경양식,서울특별시,강남구,남부순환로378길 8 (도곡동 도곡 레스토랑
영업/정상,서울특별시 강남구 신사동 662-18번지 지상1층,"서울특별시 강남구 압구정로54길 16, 지상1층 (신사동, 정동상가)",지유가오카 핫쵸메,43454.18219,43456.11111,까페,203402.0054,447179.3516,까페,서울특별시,강남구,압구정로54길 16 지유가오카 핫쵸메
영업/정상,서울특별시 강남구 역삼동 724-45번지 지상2층 202호,"서울특별시 강남구 언주로79길 14, 지상2층 202호 (역삼동)",청춘 해장국,42454.65148,43343.99999,까페,203721.837,444127.2192,까페,서울특별시,강남구,언주로79길 14 청춘 해장국
영업/정상,서울특별시 강남구 역삼동 831-18번지 지상1층,"서울특별시 강남구 강남대로 342 (역삼동,지상1층)",한방삼계탕,43284.42356,43343.99999,한식,202600.1329,443497.6689,한식,서울특별시,강남구,강남대로 342 (역삼동 한방삼계탕
영업/정상,서울특별시 강남구 대치동 890-44 1층,"서울특별시 강남구 선릉로86길 39 (대치동,1층)",신동궁감자탕뼈숯불구이,44083.72619,44085.11111,한식,204606.5351,444655.2744,한식,서울특별시,강남구,선릉로86길 39 (대치동 신동궁감자탕뼈숯불구이
영업/정상,서울특별시 강남구 삼성동 159 코엑스,"서울특별시 강남구 영동대로 513, 코엑스몰 지하1층 H123호 (삼성동)",(유)아웃백스테이크하우스코리아 코엑스스타필드점,45309.70035,45311.11111,경양식,205130.5917,445590.0968,경양식,서울특별시,강남구,영동대로 513 (유)아웃백스테이크하우스코리아 코엑스스타필드점
영업/정상,서울특별시 강남구 청담동 80-16번지,서울특별시 강남구 압구정로 438 (청담동),중화요리연경,42390.69201,43343.99999,중국식,203894.1663,447135.3839,중국식,서울특별시,강남구,압구정로 438 (청담동) 중화요리연경
영업/정상,서울특별시 강남구 도곡동 411-4 지상1층,"서울특별시 강남구 논현로38길 9 (도곡동,지상1층)",낭만오빠,44036.97571,44038.11111,일식,203687.1784,442576.3669,일식,서울특별시,강남구,논현로38길 9 (도곡동 낭만오빠
영업/정상,서울특별시 강남구 개포동 12번지 대치1단지상가 104호,"서울특별시 강남구 개포로109길 9, 104호 (개포동, 대치1단지상가)",소보루 치킨,41067.51762,43343.99999,통닭(치킨),206581.7871,443555.9912,통닭(치킨),서울특별시,강남구,개포로109길 9 소보루 치킨
영업/정상,서울특별시 강남구 도곡동 423-5번지,"서울특별시 강남구 논현로28길 40, 지상1층 (도곡동)",(주)포브라더스,43250.47779,43343.99999,한식,203935.1766,442427.1718,한식,서울특별시,강남구,논현로28길 40 (주)포브라더스
영업/정상,서울특별시 강남구 논현동 163-2 1층,"서울특별시 강남구 강남대로124길 12, 1층 (논현동)",대동집 서울논현점,44897.40424,44899.11111,분식,202018.9604,445181.7548,분식,서울특별시,강남구,강남대로124길 12 대동집 서울논현점
영업/정상,서울특별시 강남구 신사동 549번지,"서울특별시 강남구 압구정로 132, 1층 102호 (신사동, 용진빌딩)",카페 멜로우,41976.64027,43343.99999,까페,201984.5067,446888.6436,까페,서울특별시,강남구,압구정로 132 카페 멜로우
영업/정상,서울특별시 강남구 역삼동 655-26번지 1층일부,"서울특별시 강남구 봉은사로38길 12, 1층 (역삼동)",콩스커피,41962.71163,43343.99999,까페,203250.5461,445022.3096,까페,서울특별시,강남구,봉은사로38길 12 콩스커피
영업/정상,서울특별시 강남구 논현동 140-13,"서울특별시 강남구 강남대로126길 23, 1층 (논현동)",밀라노푸드,45034.67873,45036.11111,한식,202080.2543,445289.0001,한식,서울특별시,강남구,강남대로126길 23 밀라노푸드
영업/정상,서울특별시 강남구 대치동 897-28번지,"서울특별시 강남구 테헤란로64길 24, 1층 (대치동, 유경빌딩)",장독대 김치찌개 선릉점,43690.02112,43692.11111,한식,204480.4097,444568.4837,한식,서울특별시,강남구,테헤란로64길 24 장독대 김치찌개 선릉점
영업/정상,서울특별시 강남구 청담동 84-1,"서울특별시 강남구 선릉로 840, 지하1층 (청담동)",로즈(ROSE),44413.6336,44415.11111,경양식,203524.8447,447175.3442,경양식,서울특별시,강남구,선릉로 840 로즈(ROSE)
영업/정상,서울특별시 강남구 역삼동 748-26 지상1층,"서울특별시 강남구 역삼로19길 9 (역삼동,지상1층)",삼식이감자탕,44624.53109,44630.11111,한식,203191.9745,443748.4437,한식,서울특별시,강남구,역삼로19길 9 (역삼동 삼식이감자탕
영업/정상,서울특별시 강남구 청담동 31-16번지 1층,"서울특별시 강남구 학동로77길 18 (청담동,1층)",키친맘,43964.36977,43966.11111,분식,204253.6915,446404.2074,분식,서울특별시,강남구,학동로77길 18 (청담동 키친맘
영업/정상,서울특별시 강남구 도곡동 467-12번지 군인공제회관지하1층,"서울특별시 강남구 남부순환로 2806 (도곡동,군인공제회관지하1층)",연우,41292.58618,43343.99999,중국식,204600.1807,443010.6422,중국식,서울특별시,강남구,남부순환로 2806 (도곡동 연우
영업/정상,서울특별시 강남구 수서동 725-1번지 목화오피스텔102,"서울특별시 강남구 광평로56길 8-9 (수서동,목화오피스텔102)",김밥천국,39216,43343.99999,한식,209078.3139,442758.1176,한식,서울특별시,강남구,광평로56길 8-9 (수서동 김밥천국
영업/정상,서울특별시 강남구 대치동 955-6번지 지상1층,"서울특별시 강남구 역삼로83길 24 (대치동,지상1층)",의정부부대찌개,40617.45184,43343.99999,한식,205183.5433,444766.8051,한식,서울특별시,강남구,역삼로83길 24 (대치동 의정부부대찌개
영업/정상,서울특별시 강남구 도곡동 467-19번지 현대비젼21   206호,"서울특별시 강남구 언주로30길 10 (도곡동,현대비젼21   206호)",(주)명성이 자자한 국시집,41914.61449,43343.99999,중국식,204469.5145,442797.3618,중국식,서울특별시,강남구,언주로30길 10 (도곡동 (주)명성이 자자한 국시집
영업/정상,서울특별시 강남구 역삼동 705-1번지 빅토리아빌딩 지하1층 2호,"서울특별시 강남구 테헤란로 327 (역삼동,빅토리아빌딩 지하1층 2호)",빅토리아,41388.74134,43343.99999,경양식,204091.5789,444708.1826,경양식,서울특별시,강남구,테헤란로 327 (역삼동 빅토리아
영업/정상,서울특별시 강남구 역삼동 817-31,서울특별시 강남구 강남대로98길 12-5 (역삼동),땀땀,45251.73326,45253.11111,한식,202404.4807,444243.8187,한식,서울특별시,강남구,강남대로98길 12-5 (역삼동) 땀땀
영업/정상,서울특별시 강남구 신사동 586-9번지,서울특별시 강남구 도산대로27길 18 (신사동),이사벨,40120.70032,43343.99999,경양식,202368.9394,446526.8803,경양식,서울특별시,강남구,도산대로27길 18 (신사동) 이사벨
영업/정상,서울특별시 강남구 청담동 131-2번지 1층일부,"서울특별시 강남구 영동대로142길 8, 1층 (청담동)",싯토리,42214.66208,43343.99999,경양식,204878.9441,446860.0196,경양식,서울특별시,강남구,영동대로142길 8 싯토리
영업/정상,서울특별시 강남구 청담동 40-28번지 지하1층,"서울특별시 강남구 선릉로 712 (청담동,지하1층)",강남식당,42852.44225,43343.99999,분식,203558.5988,446250.2857,분식,서울특별시,강남구,선릉로 712 (청담동 강남식당
영업/정상,서울특별시 강남구 신사동 545-6,"서울특별시 강남구 가로수길 46, 지상2층 (신사동)",BSK CAFE(비에스케이 카페),44930.67891,44932.11111,한식,201966.0056,446531.4734,한식,서울특별시,강남구,가로수길 46 BSK CAFE(비에스케이 카페)
영업/정상,서울특별시 강남구 개포동 1258-2 지상1층,"서울특별시 강남구 개포로 225 (개포동,지상1층)",김밥천국,45216.39054,45218.11111,분식,204125.1207,441867.4862,분식,서울특별시,강남구,개포로 225 (개포동 김밥천국
영업/정상,서울특별시 강남구 논현동 83-18 지하,"서울특별시 강남구 학동로37길 19 (논현동,지하)",엔유,44459.88181,44461.11111,경양식,202957.5702,446040.7255,경양식,서울특별시,강남구,학동로37길 19 (논현동 엔유
영업/정상,서울특별시 강남구 역삼동 677-13 지상2층,"서울특별시 강남구 테헤란로37길 13-13 (역삼동,지상2층)",녹스부띠크관광호텔,44475.73775,44477.11111,기타,203444.744,444499.1004,기타,서울특별시,강남구,테헤란로37길 13-13 (역삼동 녹스부띠크관광호텔
영업/정상,서울특별시 강남구 삼성동 159-6번지 한국도심공항터미널 Q123호,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q123호 (삼성동, 한국도심공항터미널 )",무교낙지,41939.71086,43343.99999,한식,205170.9597,445264.9363,한식,서울특별시,강남구,테헤란로87길 22 무교낙지
영업/정상,서울특별시 강남구 개포동 170번지,"서울특별시 강남구 선릉로12길 5, 지상1층 101호 (개포동)",카페 오로미아,41939.65939,43343.99999,경양식,205263.2097,442385.6198,경양식,서울특별시,강남구,선릉로12길 5 카페 오로미아
영업/정상,서울특별시 강남구 대치동 1001-11 한티빌딩,"서울특별시 강남구 영동대로86길 10-7, 한티빌딩 1층 (대치동)",순두부와삼겹살,44754.44455,44756.11111,한식,205681.0321,445025.0804,한식,서울특별시,강남구,영동대로86길 10-7 순두부와삼겹살
영업/정상,서울특별시 강남구 삼성동 159 코엑스 기존컨벤션센터 H104호,"서울특별시 강남구 영동대로 513, 지하1층 H104호 (삼성동, 코엑스기존컨벤션센터)",르사이공 코엑스몰점,45041.57385,45043.11111,중국식,205130.5917,445590.0968,중국식,서울특별시,강남구,영동대로 513 르사이공 코엑스몰점
영업/정상,서울특별시 강남구 역삼동 603-0,서울특별시 강남구 봉은사로 130 (역삼동),더 스퀘어,44483.64558,44485.11111,뷔페식,202482.7014,444787.813,뷔페식,서울특별시,강남구,봉은사로 130 (역삼동) 더 스퀘어
영업/정상,서울특별시 강남구 역삼동 603-0,서울특별시 강남구 봉은사로 130 (역삼동),그랑아,44483.64759,44485.11111,경양식,202482.7014,444787.813,경양식,서울특별시,강남구,봉은사로 130 (역삼동) 그랑아
영업/정상,서울특별시 강남구 개포동 168-4번지 옥천빌딩102호,"서울특별시 강남구 선릉로16길 4-10 (개포동,옥천빌딩102호)",긴노사라,40624.44917,43343.99999,일식,205269.83,442351.96,일식,서울특별시,강남구,선릉로16길 4-10 (개포동 긴노사라
영업/정상,서울특별시 강남구 대치동 626-0번지 지하1층 38호,"서울특별시 강남구 남부순환로 2917 (대치동,지하1층 38호)",청실식당,40211.44602,43343.99999,한식,205154.6381,443439.9816,한식,서울특별시,강남구,남부순환로 2917 (대치동 청실식당
영업/정상,서울특별시 강남구 역삼동 647-12번지,서울특별시 강남구 테헤란로19길 7 (역삼동),박신희하우스,37267,43343.99999,경양식,202886.3999,444259.103,경양식,서울특별시,강남구,테헤란로19길 7 (역삼동) 박신희하우스
